[2018-07-13],省考古所党总支召开“讲忠诚、严纪律、立政德”专题警示教育民主生活会,/zwgk/bmdt/stgz/54866.shtml
[2018-07-13],安徽省图书馆召开“讲忠诚、严纪律、立政德”专题警示教育民主生活会,/zwgk/bmdt/stgz/54865.shtml
[2018-07-13],安徽博物院赴新疆和田地区看望慰问援疆干部,/zwgk/bmdt/stgz/54862.shtml
[2018-07-13],江淮大戏院召开“讲忠诚、严纪律、立政德”专题警示教育民主生活会,/zwgk/bmdt/stgz/54860.shtml
[2018-07-13],马鞍山花山区多措并举推进非遗保护,/zwgk/bmdt/sxgz/54844.shtml
[2018-07-13],蚌埠：大型现代泗州戏《夙愿》在京成功演出,/zwgk/bmdt/sxgz/54842.shtml
[2018-07-13],芜湖市艺术剧院赴江苏扬中演出黄梅戏《江姐》传播徽文化,/zwgk/bmdt/sxgz/54840.shtml
[2018-07-13],黄山市全面启动第四批国家公共文化服务体系示范项目――徽州民间文艺展演示范工程,/zwgk/bmdt/sxgz/54838.shtml
[2018-07-13],宣城：文化协管员“领舞”乡风文明,/zwgk/bmdt/sxgz/54836.shtml
[2018-07-13],马鞍山市文旅委用好三点“新道道”让“非遗”活得好,/zwgk/bmdt/sxgz/54834.shtml
[2018-07-13],蚌埠市博物馆喜获“全国文物系统先进集体”,/zwgk/bmdt/sxgz/54832.shtml
[2018-07-13],上半年合肥市加快构建现代公共文化服务体系,/zwgk/bmdt/sxgz/54830.shtml
[2018-07-13],宣城市开展“扫黄打非”进基层专项督查,/zwgk/bmdt/sxgz/54828.shtml
[2018-07-13],金寨县暑期多举措拓展全民阅读空间,/zwgk/bmdt/sxgz/54826.shtml
[2018-07-13],马鞍山花山区多措并举推进非遗保护,/zwgk/bmdt/sxgz/54824.shtml
[2018-07-12],省文化馆召开“讲忠诚、严纪律、立政德”专题警示教育民主生活会,/zwgk/bmdt/stgz/54797.shtml
[2018-07-12],泾县油布伞亮相南京科技园,/zwgk/bmdt/sxgz/54793.shtml
[2018-07-11],全国基层院团戏曲会演在京举行我省两台剧目精彩亮相,/zwgk/bmdt/stgz/54803.shtml
[2018-07-11],全国基层院团戏曲会演在京举行我省两台剧目精彩亮相,/zwgk/bmdt/sxgz/54803.shtml
[2018-07-11],国家级非遗代表性传承人抢救性记录首批优秀成果发布 我省“李济仁--张一帖内科诊疗法”项目获优秀成果奖,/zwgk/bmdt/stgz/54788.shtml
[2018-07-11],省非遗中心党支部召开“讲忠诚、严纪律、立政德”专题民主生活会,/zwgk/bmdt/stgz/54787.shtml
[2018-07-11],安徽省图书馆召开“讲忠诚、严纪律、立政德”专题警示教育民主生活会征求意见座谈会,/zwgk/bmdt/stgz/54785.shtml
[2018-07-10],界首市东城富强社区举办“庆七一 颂党恩”文艺演出活动,/zwgk/bmdt/sxgz/54773.shtml
[2018-07-09],省文物局蔡小莉局长调研薛家岗、孙家城两处大遗址保护利用工作,/zwgk/bmdt/stgz/54771.shtml
[2018-07-09],“2018安徽文化年――徽风皖韵话安徽”展览在新加坡中国文化中心展出,/zwgk/bmdt/stgz/54770.shtml
[2018-07-09],宣城市文广新局“走亲戚”常态化,/zwgk/bmdt/sxgz/54767.shtml
[2018-07-09],池州市成功举办纪念改革开放40周年及池州复建30周年京剧演唱会,/zwgk/bmdt/sxgz/54765.shtml
[2018-07-09],安庆市博物馆党支部开展迎“七一”主题党日活动,/zwgk/bmdt/sxgz/54763.shtml
[2018-07-09],合肥市推进互联网上网服务行业转型升级,/zwgk/bmdt/sxgz/54761.shtml
[2018-07-09],皖西南地区公共图书馆联盟工作会议在金寨县召开,/zwgk/bmdt/sxgz/54759.shtml
[2018-07-09],滁州市举办庆祝中国共产党建党97周年专场文艺演出,/zwgk/bmdt/sxgz/54757.shtml
[2018-07-09],石台县举办“永远跟党走 奋进新时代”庆七一文艺汇演,/zwgk/bmdt/sxgz/54755.shtml
[2018-07-09],池州市文广新局机关支部赴杨业功纪念馆、岩寺新四军军部旧址开展“七一”党建活动,/zwgk/bmdt/sxgz/54753.shtml
[2018-07-09],宿松“四个一”系列活动迎“七一”,/zwgk/bmdt/sxgz/54751.shtml
[2018-07-09],宣城市“普治并举”确保文化市场有序经营,/zwgk/bmdt/sxgz/54749.shtml
[2018-07-09],蚌埠市文化馆三举措实现群众文化辅导常态化,/zwgk/bmdt/sxgz/54747.shtml
[2018-07-09],淮南市凤台县注重传承发展花鼓灯技艺,/zwgk/bmdt/sxgz/54745.shtml
[2018-07-09],六安市健全四大体系保障农村文化需求,/zwgk/bmdt/sxgz/54743.shtml
[2018-07-09],六安市文广新体系统积极开展纪念中国共产党建党97周年系列活动,/zwgk/bmdt/sxgz/54741.shtml
[2018-07-09],金寨县紧抓农民文化乐园全覆盖 巩固乡村文化新地标,/zwgk/bmdt/sxgz/54739.shtml
[2018-07-09],宣城市文广新局：多举措释放“文化名市”战略效应,/zwgk/bmdt/sxgz/54737.shtml
[2018-07-09],淮北市相山区三举措唱好文化扶贫精准戏,/zwgk/bmdt/sxgz/54733.shtml
[2018-07-09],金寨汤家汇镇 “文化 ”模式提升文化惠民新高度,/zwgk/bmdt/sxgz/54731.shtml
[2018-07-09],铜陵市4项目入选国家重点文化产业项目,/zwgk/bmdt/sxgz/54729.shtml
